id prodotto;id colore;id taglia;EAN13
1040710;1082498;1003404;8055161302243
1040710;1082498;1003406;8055161302250
1040710;1082496;1003367;8055161296900
1040710;1082496;1003369;8055161296917
1040710;1082496;1003398;8055161296924
1040710;1082496;1003399;8055161417411
1040710;1082496;1003400;8055161296931
1040710;1082496;1003401;8055161417428
1040710;1082496;1003402;8055161296948
1040710;1082496;1003403;8055161417435
1040710;1082496;1003404;8055161296955
1040710;1082496;1003406;8055161296962
1040805;1082851;1003367;8055161428882
1040805;1082851;1003369;8055161428899
1040805;1082851;1003398;8055161428905
1040805;1082851;1003399;8055161428912
1040805;1082851;1003400;8055161428929
1040805;1082851;1003401;8055161428936
1040805;1082851;1003402;8055161428943
1040805;1082851;1003403;8055161428950
1040805;1082851;1003404;8055161428967
1040805;1082851;1003406;8055161428974
1040805;1082854;1003367;8055161441140
1040805;1082854;1003369;8055161441157
1040805;1082854;1003398;8055161441164
1040805;1082854;1003399;8055161441171
1040805;1082854;1003400;8055161441188
1040805;1082854;1003401;8055161441195
1040805;1082854;1003402;8055161441201
1040805;1082854;1003403;8055161441218
1040805;1082854;1003404;8055161441225
1040805;1082854;1003406;8055161441232
1040805;1082852;1003367;8055161425027
1040805;1082852;1003369;8055161425034
1040805;1082852;1003398;8055161425041
1040805;1082852;1003399;8055161425058
1040805;1082852;1003400;8055161425065
1040805;1082852;1003401;8055161425072
1040805;1082852;1003402;8055161425089
1040805;1082852;1003403;8055161425096
1040805;1082852;1003404;8055161425102
1040805;1082852;1003406;8055161425119
1040807;1082862;1003367;8055161434272
1040807;1082862;1003369;8055161434289
1040807;1082862;1003398;8055161434296
1040807;1082862;1003399;8055161434302
1040807;1082862;1003400;8055161434319
1040807;1082862;1003401;8055161434326
1040807;1082862;1003402;8055161434333
1040807;1082862;1003403;8055161434340
1040807;1082862;1003404;8055161434357
1040807;1082862;1003406;8055161434364
1040807;1082860;1003367;8055161445810
1040807;1082860;1003369;8055161445827
1040807;1082860;1003398;8055161445834
1040807;1082860;1003399;8055161445841
1040807;1082860;1003400;8055161445858
1040807;1082860;1003401;8055161445865
1040807;1082860;1003402;8055161445872
1040807;1082860;1003403;8055161445889
1040807;1082860;1003404;8055161445896
1040807;1082860;1003406;8055161445902
1040851;1083105;1003367;8055161432582
1040851;1083105;1003369;8055161432599
1040851;1083105;1003398;8055161432605
1040851;1083105;1003399;8055161432612
1040851;1083105;1003400;8055161432629
1040851;1083105;1003401;8055161432636
1040851;1083105;1003402;8055161432643
1040851;1083105;1003403;8055161432650
1040851;1083105;1003404;8055161432667
1040851;1083105;1003406;8055161432674
1040851;1083106;1003367;8055161436368
1040851;1083106;1003369;8055161436375
1040851;1083106;1003398;8055161436382
1040851;1083106;1003399;8055161436399
1040851;1083106;1003400;8055161436405
1040851;1083106;1003401;8055161436412
1040851;1083106;1003402;8055161436429
1040851;1083106;1003403;8055161436436
1040851;1083106;1003404;8055161436443
1040851;1083106;1003406;8055161436450
1040731;1082570;1003369;8055161280688
1040731;1082570;1003398;8055161280695
1040731;1082570;1003399;8055161419224
1040731;1082570;1003400;8055161280701
1040731;1082570;1003401;8055161419231
1040731;1082570;1003402;8055161280718
1040731;1082570;1003403;8055161419248
1040731;1082570;1003404;8055161280725
1040731;1082570;1003406;8055161280732
1040731;1082570;1003408;8055161280749
1040730;1082564;1003369;8055161267306
1040730;1082564;1003398;8055161267313
1040730;1082564;1003399;8055161421302
1040730;1082564;1003400;8055161267320
1040730;1082564;1003401;8055161421319
1040730;1082564;1003402;8055161267337
1040730;1082564;1003403;8055161421326
1040730;1082564;1003404;8055161267344
1040730;1082564;1003406;8055161267351
1040730;1082564;1003408;8055161267368
1040729;1082711;1003369;8055161279392
1040729;1082711;1003398;8055161279408
1040729;1082711;1003399;8055161419316
1040729;1082711;1003400;8055161279415
1040729;1082711;1003401;8055161419323
1040729;1082711;1003402;8055161279422
1040729;1082711;1003403;8055161419330
1040729;1082711;1003404;8055161279439
1040729;1082711;1003406;8055161279446
1040729;1082711;1003408;8055161279453
1040729;1082559;1003369;8055161282569
1040729;1082559;1003398;8055161282576
1040729;1082559;1003399;8055161421562
1040729;1082559;1003400;8055161282583
1040729;1082559;1003401;8055161421579
1040729;1082559;1003402;8055161282590
1040729;1082559;1003403;8055161421586
1040729;1082559;1003404;8055161282606
1040729;1082559;1003406;8055161282613
1040729;1082559;1003408;8055161282620
1040813;1082883;1003367;8055161423306
1040813;1082883;1003369;8055161423313
1040813;1082883;1003398;8055161423320
1040813;1082883;1003399;8055161423337
1040813;1082883;1003400;8055161423344
1040813;1082883;1003401;8055161423351
1040813;1082883;1003402;8055161423368
1040813;1082883;1003403;8055161423375
1040813;1082883;1003404;8055161423382
1040813;1082883;1003406;8055161423399
1040814;1082888;1003367;8055161430854
1040814;1082888;1003369;8055161430861
1040814;1082888;1003398;8055161430878
1040814;1082888;1003399;8055161430885
1040814;1082888;1003400;8055161430892
1040814;1082888;1003401;8055161430908
1040814;1082888;1003402;8055161430915
1040814;1082888;1003403;8055161430922
1040814;1082888;1003404;8055161430939
1040814;1082888;1003406;8055161430946
1040815;1082890;1003367;8055161443878
1040815;1082890;1003369;8055161443885
1040815;1082890;1003398;8055161443892
1040815;1082890;1003399;8055161443908
1040815;1082890;1003400;8055161443915
1040815;1082890;1003401;8055161443922
1040815;1082890;1003402;8055161443939
1040815;1082890;1003403;8055161443946
1040815;1082890;1003404;8055161443953
1040815;1082890;1003406;8055161443960
1040816;1082896;1003367;8055161444660
1040816;1082896;1003369;8055161444677
1040816;1082896;1003398;8055161444684
1040816;1082896;1003399;8055161444691
1040816;1082896;1003400;8055161444707
1040816;1082896;1003401;8055161444714
1040816;1082896;1003402;8055161444721
1040816;1082896;1003403;8055161444738
1040816;1082896;1003404;8055161444745
1040816;1082896;1003406;8055161444752
1040735;1082588;1003367;8055161278647
1040735;1082588;1003369;8055161278654
1040735;1082588;1003398;8055161278661
1040735;1082588;1003399;8055161421333
1040735;1082588;1003400;8055161278678
1040735;1082588;1003401;8055161421340
1040735;1082588;1003402;8055161278685
1040735;1082588;1003403;8055161421357
1040735;1082588;1003404;8055161278692
1040735;1082588;1003406;8055161278708
1040734;1082585;1003367;8055161294487
1040734;1082585;1003369;8055161294494
1040734;1082585;1003398;8055161294500
1040734;1082585;1003399;8055161419583
1040734;1082585;1003400;8055161294517
1040734;1082585;1003401;8055161419590
1040734;1082585;1003402;8055161294524
1040734;1082585;1003403;8055161419606
1040734;1082585;1003404;8055161294531
1040734;1082585;1003406;8055161294548
